iter	RMSE
247	0.1553405087
248	0.1551071949
249	0.1549977252
250	0.1548734225
251	0.1547097581
252	0.1544306826
253	0.1542210541
254	0.1541445827
255	0.1540590349
256	0.1538941034
257	0.1538443695
258	0.1536746714
259	0.1535193478
260	0.153257248
261	0.1530365968
262	0.1528111691
263	0.1524621798
264	0.1522994916
265	0.1520657463
266	0.1519092263
267	0.1517216445
268	0.1515765966
269	0.1514394627
270	0.1512116832
271	0.1508974036
272	0.1507017609
273	0.1506947722
274	0.1504960713
275	0.1503996827
276	0.1502810461
277	0.1502412749
278	0.1502020487
279	0.1499615958
280	0.1498165436
281	0.1496808223
282	0.1495223417
283	0.1493033832
284	0.1492971303
285	0.1492524377
286	0.1490676009
287	0.1488374233
288	0.1484567741
289	0.1482823002
290	0.1482557968
291	0.1481447991
292	0.1479189169
293	0.1478107272
294	0.1477972993
295	0.1475650168
296	0.147538328
297	0.1474837905
298	0.1474714974
299	0.1472499912
300	0.1470699735
301	0.1470628114
302	0.1469277052
303	0.1467483772
304	0.1465734836
305	0.146339551
306	0.1461730806
307	0.1460694124
308	0.145996549
309	0.1458914387
310	0.1458851428
311	0.1456883354
312	0.1456489666
313	0.1455236906
314	0.1455188978
315	0.1451187426
316	0.1449914083
317	0.1448018163
318	0.1446711183
319	0.1445894026
320	0.1444970799
321	0.1444757347
322	0.1443646297
323	0.1442832604
324	0.1442150409
325	0.1440747144
326	0.1438989927
327	0.1436917192
328	0.1434518865
329	0.143285297
330	0.1431145585
331	0.1429398782
332	0.1427525025
333	0.1426703299
334	0.1425137484
335	0.1424699587
336	0.142464829
337	0.1423856809
338	0.1422792995
339	0.1422632289
340	0.1422543198
341	0.14219902
342	0.14206206
343	0.1420279996
344	0.1419640814
345	0.1417971003
346	0.1417877533
347	0.1416400462
348	0.141620127
349	0.1415015726
350	0.1413471612
351	0.1413423998
352	0.1411615156
353	0.1411294666
354	0.1410682726
355	0.1409032828
356	0.1407842634
357	0.1407323671
358	0.1406321149
359	0.1405664421
360	0.1404168191
361	0.1402458843
362	0.1400776939
363	0.1398704405
364	0.1397343805
365	0.1395177191
366	0.1394149205
367	0.1392734201
368	0.1392008868
369	0.1391699593
370	0.1389881986
371	0.1389692856
372	0.1387944916
373	0.1387864778
374	0.1385924443
375	0.138457159
376	0.138394967
377	0.1383902109
378	0.1382406384
379	0.138153853
380	0.1380676194
381	0.1380036367
382	0.1379408379
383	0.1377533842
384	0.1377389535
385	0.1376285284
386	0.1375250081
387	0.13737597
388	0.1372043957
389	0.1371999839
390	0.1371544
391	0.1370498634
392	0.136930009
393	0.136772361
394	0.1365991085
395	0.136526302
396	0.1365093742
397	0.1364068871
398	0.1363171013
399	0.1361553328
400	0.1359137268
401	0.1358983519
402	0.1357912308
403	0.1357415868
404	0.1355176624
405	0.1354732105
406	0.1353182349
407	0.1352877715
408	0.1352121004
409	0.1351658631
410	0.1351134978
411	0.13507272
412	0.1349356749
413	0.1349313168
414	0.1347300382
415	0.1346814386
416	0.1345238582
417	0.1345192936
418	0.1344523353
419	0.1343406376
420	0.1343362576
421	0.1342398233
422	0.1341650945
423	0.1340640343
424	0.134034436
425	0.1340084639
426	0.1340040334
427	0.1339419705
428	0.1338620289
429	0.1337308229
430	0.1336854228
431	0.1334265072
432	0.1332346589
433	0.1330951076
434	0.1330416976
435	0.1329091859
436	0.1326900829
437	0.1325783797
438	0.1324173202
439	0.132240482
440	0.1321358348
441	0.1320806783
442	0.1319493449
443	0.1319182182
444	0.1318771703
445	0.131833293
446	0.1317102946
447	0.1317067364
448	0.1316954258
449	0.1316815375
450	0.1315887892
451	0.1315503252
452	0.1313856802
453	0.1313113912
454	0.1312287763
455	0.1311008705
456	0.131024835
457	0.1310210839
458	0.130960054
459	0.1308870779
460	0.1308513246
461	0.1308012525
462	0.1307614716
463	0.1307252181
464	0.1305877872
465	0.1305168106
466	0.1305060621
467	0.1303297678
468	0.1302897328
469	0.1302121197
470	0.1301517245
471	0.129965434
472	0.1299135892
473	0.1299004739
474	0.129819983
475	0.1297856904
476	0.1297154293
477	0.1296819789
478	0.1296787884
479	0.1295160541
480	0.129381543
481	0.1293762694
482	0.1293473739
483	0.1293423433
484	0.1292652328
485	0.1291437966
486	0.1290687921
487	0.1289248698
488	0.1287976266
489	0.1287722079
490	0.1286696924
491	0.1286157921
492	0.1285611111
493	0.1285269839
494	0.1284561133
495	0.1282857379
496	0.1282386356
497	0.1281645356
498	0.1281187136
499	0.1280827145
500	0.1280762385
501	0.1279364896
502	0.1277939789
503	0.1277452495
504	0.1276589797
505	0.1276097056
506	0.1275298909
507	0.1274860246
508	0.1274830121
509	0.1272575907
510	0.1271414469
511	0.1271368813
512	0.1271037126
513	0.1270730296
514	0.1269514177
515	0.1269064981
516	0.1267916407
517	0.1267344611
518	0.126729929
519	0.126723804
520	0.1265955157
521	0.1265451579
522	0.1264833683
523	0.1264653873
524	0.1264358365
525	0.1263374486
526	0.1263162398
527	0.1262365488
528	0.1261706034
529	0.1260590894
530	0.1260381866
531	0.1259250234
532	0.1258402134
533	0.1257893887
534	0.1257656787
535	0.1257477692
536	0.1255968183
537	0.1255833358
538	0.1254788232
539	0.1254745654
540	0.1253320507
541	0.1253054998
542	0.1252786558
543	0.1252592699
544	0.1251631008
545	0.1251089838
546	0.1251008586
547	0.1249252228
548	0.124835014
549	0.124743688
550	0.1247407116
551	0.1246796013
552	0.1245591919
553	0.1244401807
554	0.1244167974
555	0.1243342374
556	0.1243275923
557	0.1242947658
558	0.1242152381
559	0.1241619819
560	0.1240769189
561	0.1240151228
562	0.1239115192
563	0.1238411492
564	0.1238383228
565	0.1237085531
566	0.1235050506
567	0.1234541421
568	0.1234514923
569	0.1233998204
570	0.1233465814
571	0.1233173529
572	0.1233135976
573	0.1232031943
574	0.1231080681
575	0.1230743454
576	0.1230246891
577	0.1229740994
578	0.1229702185
579	0.1229296931
580	0.1228395759
581	0.1227196873
582	0.1226703049
583	0.1225841056
584	0.1225648704
585	0.1225219468
586	0.1224432664
587	0.1223756039
588	0.1223724062
589	0.1223078895
590	0.1222800836
591	0.122239779
592	0.1221995513
593	0.1221539279
594	0.1220545574
595	0.1219301924
596	0.1218822669
597	0.121785439
598	0.1217068883
599	0.1216531524
600	0.1215547461
601	0.1213554623
602	0.1213449156
603	0.1212162689
604	0.1211789867
605	0.1211439866
606	0.1210964969
607	0.1210453476
608	0.12104174
609	0.1209507091
610	0.1208693165
611	0.120797262
612	0.1207938575
613	0.1207917083
614	0.1207490566
615	0.1206627852
616	0.1206184693
617	0.1205467579
618	0.1205178784
619	0.1204387327
620	0.1203806718
621	0.1203781822
622	0.1202639438
623	0.1202578087
624	0.1202057226
625	0.1201419541
626	0.1200383231
627	0.1198777147
628	0.119743325
629	0.1197364803
630	0.1196711709
631	0.1196439114
632	0.1195367157
633	0.1195195251
634	0.1194577987
635	0.1194014992
636	0.1193863726
637	0.1193341088
638	0.1192429883
639	0.1192109247
640	0.1191081754
641	0.119003752
642	0.1190012284
643	0.1189623368
644	0.1188072354
645	0.1187717594
646	0.1187372867
647	0.1186306675
648	0.1186258147
649	0.1185662297
650	0.1184779403
651	0.1183648653
652	0.1183493468
653	0.1182652753
654	0.118262427
655	0.1181994738
656	0.1181753968
657	0.1181264028
658	0.1180800168
659	0.1180773138
660	0.1180106669
661	0.118004969
662	0.1179493708
663	0.1179025461
664	0.1178719194
665	0.1178239184
666	0.1178195931
667	0.117779567
668	0.1177434605
669	0.117652333
670	0.1175846411
671	0.1175110798
672	0.1174383528
673	0.117425532
674	0.1173836506
675	0.1172926931
676	0.1171871054
677	0.1170930298
678	0.1170325182
679	0.1170145912
680	0.1169473846
681	0.1168774606
682	0.1168037405
683	0.116769665
684	0.1167640496
685	0.1166965616
686	0.1166445835
687	0.1166424164
688	0.1165960385
689	0.1165523736
690	0.1165222666
691	0.1164438953
692	0.1163594819
693	0.1163223773
694	0.1162539208
695	0.1162225845
696	0.1161641481
697	0.1161222493
698	0.1160959748
699	0.1159238441
